id,gpcr1,gpcr2,sequence
,4S0V,4DKL,
,4S0V,4EA3,
,4S0V,4EIY,
,4S0V,4EJ4,
,4S0V,4GBR,
,4S0V,4GPO,
,4S0V,4GRV,
,4S0V,4IAQ,
,4S0V,4IAR,
,4S0V,4IB4,
,4S0V,4J4Q,
,4S0V,4JKV,
,4S0V,4K5Y,
,4S0V,4L6R,
,4S0V,4LDE,
,4S0V,4LDL,
,4S0V,4LDO,
,4S0V,4MBS,
,4S0V,4MQS,
,4S0V,4MQT,
,4S0V,4N4W,
,4S0V,4N6H,
,4S0V,4NC3,
,4S0V,4NTJ,
,4S0V,4O9R,
,4S0V,4OO9,
,4S0V,4OR2,
,4S0V,4PHU,
,4S0V,4PXF,
,4S0V,4PXZ,
,4S0V,4PY0,
,4S0V,4QIM,
,4S0V,4QIN,
,4S0V,4QKX,
,4S0V,4RWA,
,4S0V,4RWD,
,4S0V,4RWS,
,4S0V,4S0V,
,4S0V,4U14,
,4S0V,4U15,
,4S0V,4U16,
,4S0V,4UG2,
,4S0V,4UHR,
,4S0V,4WW3,
,4S0V,4X1H,
,4S0V,4XEE,
,4S0V,4XES,
,4S0V,4XNV,
,4S0V,4XNW,
,4S0V,4XT1,
,4S0V,4XT3,
,4S0V,4YAY,
,4S0V,4Z34,
,4S0V,4Z35,
,4S0V,4Z36,
,4S0V,4Z9G,
,4S0V,4ZJ8,
,4S0V,4ZJC,
,4S0V,4ZUD,
,4S0V,4ZWJ,
,4S0V,5A8E,
,4S0V,5C1M,
,4S0V,5CGC,
,4S0V,5CGD,
,4S0V,5CXV,
,4S0V,5D5A,
,4S0V,5D5B,
,4S0V,5D6L,
,4S0V,5DGY,
,4S0V,5DHG,
,4S0V,5DHH,
,4S0V,5DSG,
,4S0V,5DYS,
,4S0V,5EE7,
,4S0V,5EN0,
,4S0V,5F8U,
,4S0V,5G53,
,4S0V,5GLH,
,4S0V,5GLI,
,4S0V,5IU4,
,4S0V,5IU7,
,4S0V,5IU8,
,4S0V,5IUA,
,4S0V,5IUB,
,4S0V,5JQH,
,4S0V,5JTB,
,4S0V,5K2A,
,4S0V,5K2B,
,4S0V,5K2C,
,4S0V,5K2D,
,4S0V,5KW2,
,4S0V,5L7D,
,4S0V,5L7I,
,4S0V,5LWE,
,4S0V,5MZJ,
,4S0V,5MZP,
,4S0V,5N2R,
,4S0V,5N2S,
,4S0V,5NDD,
,4S0V,5NDZ,
,4S0V,5NJ6,
,4S0V,5NLX,
,4S0V,5NM2,
,4S0V,5NM4,
,4S0V,5NX2,
,4S0V,5O9H,
,4S0V,5OLG,
,4S0V,5OLH,
,4S0V,5OLO,
,4S0V,5OLV,
,4S0V,5OLZ,
,4S0V,5OM1,
,4S0V,5OM4,
,4S0V,5T04,
,4S0V,5T1A,
,4S0V,5TE3,
,4S0V,5TE5,
,4S0V,5TGZ,
,4S0V,5TUD,
,4S0V,5TVN,
,4S0V,5TZR,
,4S0V,5TZY,
,4S0V,5U09,
,4S0V,5UEN,
,4S0V,5UIG,
,4S0V,5UIW,
,4S0V,5UNF,
,4S0V,5UNG,
,4S0V,5UNH,
,4S0V,5UVI,
,4S0V,5UZ7,
,4S0V,5V54,
,4S0V,5V56,
,4S0V,5V57,
,4S0V,5VAI,
,4S0V,5VBL,
,4S0V,5VEW,
,4S0V,5VEX,
,4S0V,5VRA,
,4S0V,5W0P,
,4S0V,5WB1,
,4S0V,5WB2,
,4S0V,5WF5,
,4S0V,5WF6,
,4S0V,5WIU,
,4S0V,5WIV,
,4S0V,5WKT,
,4S0V,5WQC,
,4S0V,5WS3,
,4S0V,5X7D,
,4S0V,5X93,
,4S0V,5XEZ,
,4S0V,5XF1,
,4S0V,5XJM,
,4S0V,5XPR,
,4S0V,5XR8,
,4S0V,5XRA,
,4S0V,5YC8,
,4S0V,5YHL,
,4S0V,5YQZ,
,4S0V,5YWY,
,4S0V,5ZBH,
,4S0V,5ZBQ,
,4S0V,5ZHP,
,4S0V,5ZK3,
,4S0V,5ZK8,
,4S0V,5ZKB,
,4S0V,5ZKC,
,4S0V,5ZKP,
,4S0V,5ZKQ,
,4S0V,6AK3,
,4S0V,6AKX,
,4S0V,6AKY,
,4S0V,6AQF,
,4S0V,6B3J,
,4S0V,6B73,
,4S0V,6BD4,
,4S0V,6BQG,
,4S0V,6BQH,
,4S0V,6C1Q,
,4S0V,6C1R,
,4S0V,6CM4,
,4S0V,6CMO,
,4S0V,6D26,
,4S0V,6D27,
,4S0V,6D9H,
,4S0V,6DDE,
,4S0V,6DDF,
,4S0V,6DRX,
,4S0V,6DRY,
,4S0V,6DRZ,
,4S0V,6DS0,
,4S0V,6E3Y,
,4S0V,6E+59,
,4S0V,6FFH,
,4S0V,6FFI,
,4S0V,6FJ3,
,4S0V,6FK6,
,4S0V,6FK7,
,4S0V,6FK8,
,4S0V,6FK9,
,4S0V,6FKA,
,4S0V,6FKB,
,4S0V,6FKC,
,4S0V,6FKD,
,4S0V,6FUF,
,4S0V,6G79,
,4S0V,6GDG,
,4S0V,6GPS,
,4S0V,6GPX,
,4S0V,6H7J,
,4S0V,6H7L,
,4S0V,6H7M,
,4S0V,6H7N,
,4S0V,6H7O,
,4S0V,6IBL,
,4S0V,6IGK,
,4S0V,6IGL,
,4S0V,6IIU,
,4S0V,6IIV,
,4S0V,6M9T,
,4S0V,6MEO,
,4S0V,6MET,
,4S0V,6MXT,
,4U14,1F88,
,4U14,1GZM,
,4U14,1HZX,
,4U14,1JFP,
,4U14,1L9H,
,4U14,1LN6,
,4U14,1U19,
,4U14,2G87,
,4U14,2HPY,
,4U14,2I35,
,4U14,2I36,
,4U14,2I37,
,4U14,2J4Y,
,4U14,2KS9,
,4U14,2KSA,
,4U14,2KSB,
,4U14,2LNL,
,4U14,2PED,
,4U14,2R4R,
,4U14,2R4S,
,4U14,2RH1,
,4U14,2VT4,
,4U14,2X72,
,4U14,2Y00,
,4U14,2Y01,
,4U14,2Y02,
,4U14,2Y03,
,4U14,2Y04,
,4U14,2YCW,
,4U14,2YCX,
,4U14,2YCY,
,4U14,2YCZ,
,4U14,2YDO,
,4U14,2YDV,
,4U14,2Z73,
,4U14,2ZIY,
,4U14,3AYM,
,4U14,3AYN,
,4U14,3C9L,
,4U14,3C9M,
,4U14,3CAP,
,4U14,3D4S,
,4U14,3DQB,
,4U14,3EML,
,4U14,3KJ6,
,4U14,3NY8,
,4U14,3NY9,
,4U14,3NYA,
,4U14,3OAX,
,4U14,3ODU,
,4U14,3OE0,
,4U14,3OE6,
,4U14,3OE8,
,4U14,3OE9,
,4U14,3P0G,
,4U14,3PBL,
,4U14,3PDS,
,4U14,3PQR,
,4U14,3PWH,
,4U14,3PXO,
,4U14,3QAK,
,4U14,3REY,
,4U14,3RFM,
,4U14,3RZE,
,4U14,3SN6,
,4U14,3UON,
,4U14,3UZA,
,4U14,3UZC,
,4U14,3V2W,
,4U14,3V2Y,
,4U14,3VG9,
,4U14,3VGA,
,4U14,3VW7,
,4U14,3ZEV,
,4U14,3ZPQ,
,4U14,3ZPR,
,4U14,4A4M,
,4U14,4AMI,
,4U14,4AMJ,
,4U14,4BEY,
,4U14,4BEZ,
,4U14,4BUO,
,4U14,4BV0,
,4U14,4BVN,
,4U14,4BWB,
,4U14,4DAJ,
,4U14,4DJH,
,4U14,4DKL,
,4U14,4EA3,
,4U14,4EIY,
,4U14,4EJ4,
,4U14,4GBR,
,4U14,4GPO,
,4U14,4GRV,
,4U14,4IAQ,
,4U14,4IAR,
,4U14,4IB4,
,4U14,4J4Q,
,4U14,4JKV,
,4U14,4K5Y,
,4U14,4L6R,
,4U14,4LDE,
,4U14,4LDL,
,4U14,4LDO,
,4U14,4MBS,
,4U14,4MQS,
,4U14,4MQT,
,4U14,4N4W,
,4U14,4N6H,
,4U14,4NC3,
,4U14,4NTJ,
,4U14,4O9R,
,4U14,4OO9,
,4U14,4OR2,
,4U14,4PHU,
,4U14,4PXF,
,4U14,4PXZ,
,4U14,4PY0,
,4U14,4QIM,
,4U14,4QIN,
,4U14,4QKX,
,4U14,4RWA,
,4U14,4RWD,
,4U14,4RWS,
,4U14,4S0V,
,4U14,4U14,
,4U14,4U15,
,4U14,4U16,
,4U14,4UG2,
,4U14,4UHR,
,4U14,4WW3,
,4U14,4X1H,
,4U14,4XEE,
,4U14,4XES,
,4U14,4XNV,
,4U14,4XNW,
,4U14,4XT1,
,4U14,4XT3,
,4U14,4YAY,
,4U14,4Z34,
,4U14,4Z35,
,4U14,4Z36,
,4U14,4Z9G,
,4U14,4ZJ8,
,4U14,4ZJC,
,4U14,4ZUD,
,4U14,4ZWJ,
,4U14,5A8E,
,4U14,5C1M,
,4U14,5CGC,
,4U14,5CGD,
,4U14,5CXV,
,4U14,5D5A,
,4U14,5D5B,
,4U14,5D6L,
,4U14,5DGY,
,4U14,5DHG,
,4U14,5DHH,
,4U14,5DSG,
,4U14,5DYS,
,4U14,5EE7,
,4U14,5EN0,
,4U14,5F8U,
,4U14,5G53,
,4U14,5GLH,
,4U14,5GLI,
,4U14,5IU4,
,4U14,5IU7,
,4U14,5IU8,
,4U14,5IUA,
,4U14,5IUB,
,4U14,5JQH,
,4U14,5JTB,
,4U14,5K2A,
,4U14,5K2B,
,4U14,5K2C,
,4U14,5K2D,
,4U14,5KW2,
,4U14,5L7D,
,4U14,5L7I,
,4U14,5LWE,
,4U14,5MZJ,
,4U14,5MZP,
,4U14,5N2R,
,4U14,5N2S,
,4U14,5NDD,
,4U14,5NDZ,
,4U14,5NJ6,
,4U14,5NLX,
,4U14,5NM2,
,4U14,5NM4,
,4U14,5NX2,
,4U14,5O9H,
,4U14,5OLG,
,4U14,5OLH,
,4U14,5OLO,
,4U14,5OLV,
,4U14,5OLZ,
,4U14,5OM1,
,4U14,5OM4,
,4U14,5T04,
,4U14,5T1A,
,4U14,5TE3,
,4U14,5TE5,
,4U14,5TGZ,
,4U14,5TUD,
,4U14,5TVN,
,4U14,5TZR,
,4U14,5TZY,
,4U14,5U09,
,4U14,5UEN,
,4U14,5UIG,
,4U14,5UIW,
,4U14,5UNF,
,4U14,5UNG,
,4U14,5UNH,
,4U14,5UVI,
,4U14,5UZ7,
,4U14,5V54,
,4U14,5V56,
,4U14,5V57,
,4U14,5VAI,
,4U14,5VBL,
,4U14,5VEW,
,4U14,5VEX,
,4U14,5VRA,
,4U14,5W0P,
,4U14,5WB1,
,4U14,5WB2,
,4U14,5WF5,
,4U14,5WF6,
,4U14,5WIU,
,4U14,5WIV,
,4U14,5WKT,
,4U14,5WQC,
,4U14,5WS3,
,4U14,5X7D,
,4U14,5X93,
,4U14,5XEZ,
,4U14,5XF1,
,4U14,5XJM,
,4U14,5XPR,
,4U14,5XR8,
,4U14,5XRA,
,4U14,5YC8,
,4U14,5YHL,
,4U14,5YQZ,
,4U14,5YWY,
,4U14,5ZBH,
,4U14,5ZBQ,
,4U14,5ZHP,
,4U14,5ZK3,
,4U14,5ZK8,
,4U14,5ZKB,
,4U14,5ZKC,
,4U14,5ZKP,
,4U14,5ZKQ,
,4U14,6AK3,
,4U14,6AKX,
,4U14,6AKY,
,4U14,6AQF,
,4U14,6B3J,
,4U14,6B73,
,4U14,6BD4,
,4U14,6BQG,
,4U14,6BQH,
,4U14,6C1Q,
,4U14,6C1R,
,4U14,6CM4,
,4U14,6CMO,
,4U14,6D26,
,4U14,6D27,
,4U14,6D9H,
,4U14,6DDE,
,4U14,6DDF,
,4U14,6DRX,
,4U14,6DRY,
,4U14,6DRZ,
,4U14,6DS0,
,4U14,6E3Y,
,4U14,6E+59,
,4U14,6FFH,
,4U14,6FFI,
,4U14,6FJ3,
,4U14,6FK6,
,4U14,6FK7,
,4U14,6FK8,
,4U14,6FK9,
,4U14,6FKA,
,4U14,6FKB,
,4U14,6FKC,
,4U14,6FKD,
,4U14,6FUF,
,4U14,6G79,
,4U14,6GDG,
,4U14,6GPS,
,4U14,6GPX,
,4U14,6H7J,
,4U14,6H7L,
,4U14,6H7M,
,4U14,6H7N,
,4U14,6H7O,
,4U14,6IBL,
,4U14,6IGK,
,4U14,6IGL,
,4U14,6IIU,
,4U14,6IIV,
,4U14,6M9T,
,4U14,6MEO,
,4U14,6MET,
,4U14,6MXT,
,4U15,1F88,
,4U15,1GZM,
,4U15,1HZX,
,4U15,1JFP,
,4U15,1L9H,
,4U15,1LN6,
,4U15,1U19,
,4U15,2G87,
,4U15,2HPY,
,4U15,2I35,
,4U15,2I36,
,4U15,2I37,
,4U15,2J4Y,
,4U15,2KS9,
,4U15,2KSA,
,4U15,2KSB,
,4U15,2LNL,
,4U15,2PED,
,4U15,2R4R,
,4U15,2R4S,
,4U15,2RH1,
,4U15,2VT4,
,4U15,2X72,
,4U15,2Y00,
,4U15,2Y01,
,4U15,2Y02,
,4U15,2Y03,
,4U15,2Y04,
,4U15,2YCW,
,4U15,2YCX,
,4U15,2YCY,
,4U15,2YCZ,
,4U15,2YDO,
,4U15,2YDV,
,4U15,2Z73,
,4U15,2ZIY,
,4U15,3AYM,
,4U15,3AYN,
,4U15,3C9L,
,4U15,3C9M,
,4U15,3CAP,
,4U15,3D4S,
,4U15,3DQB,
,4U15,3EML,
,4U15,3KJ6,
,4U15,3NY8,
,4U15,3NY9,
,4U15,3NYA,
,4U15,3OAX,
,4U15,3ODU,
,4U15,3OE0,
,4U15,3OE6,
,4U15,3OE8,
,4U15,3OE9,
,4U15,3P0G,
,4U15,3PBL,
,4U15,3PDS,
,4U15,3PQR,
,4U15,3PWH,
,4U15,3PXO,
,4U15,3QAK,
,4U15,3REY,
,4U15,3RFM,
,4U15,3RZE,
,4U15,3SN6,
,4U15,3UON,
,4U15,3UZA,
,4U15,3UZC,
,4U15,3V2W,
,4U15,3V2Y,
,4U15,3VG9,
,4U15,3VGA,
,4U15,3VW7,
,4U15,3ZEV,
,4U15,3ZPQ,
,4U15,3ZPR,
,4U15,4A4M,
,4U15,4AMI,
,4U15,4AMJ,
,4U15,4BEY,
,4U15,4BEZ,
,4U15,4BUO,
,4U15,4BV0,
,4U15,4BVN,
,4U15,4BWB,
,4U15,4DAJ,
,4U15,4DJH,
,4U15,4DKL,
,4U15,4EA3,
,4U15,4EIY,
,4U15,4EJ4,
,4U15,4GBR,
,4U15,4GPO,
,4U15,4GRV,
,4U15,4IAQ,
,4U15,4IAR,
,4U15,4IB4,
,4U15,4J4Q,
,4U15,4JKV,
,4U15,4K5Y,
,4U15,4L6R,
,4U15,4LDE,
,4U15,4LDL,
,4U15,4LDO,
,4U15,4MBS,
,4U15,4MQS,
,4U15,4MQT,
,4U15,4N4W,
,4U15,4N6H,
,4U15,4NC3,
,4U15,4NTJ,
,4U15,4O9R,
,4U15,4OO9,
,4U15,4OR2,
,4U15,4PHU,
,4U15,4PXF,
,4U15,4PXZ,
,4U15,4PY0,
,4U15,4QIM,
,4U15,4QIN,
,4U15,4QKX,
,4U15,4RWA,
,4U15,4RWD,
,4U15,4RWS,
,4U15,4S0V,
,4U15,4U14,
,4U15,4U15,
,4U15,4U16,
,4U15,4UG2,
,4U15,4UHR,
,4U15,4WW3,
,4U15,4X1H,
,4U15,4XEE,
,4U15,4XES,
,4U15,4XNV,
,4U15,4XNW,
,4U15,4XT1,
,4U15,4XT3,
,4U15,4YAY,
,4U15,4Z34,
,4U15,4Z35,
,4U15,4Z36,
,4U15,4Z9G,
,4U15,4ZJ8,
,4U15,4ZJC,
,4U15,4ZUD,
,4U15,4ZWJ,
,4U15,5A8E,
,4U15,5C1M,
,4U15,5CGC,
,4U15,5CGD,
,4U15,5CXV,
,4U15,5D5A,
,4U15,5D5B,
,4U15,5D6L,
,4U15,5DGY,
,4U15,5DHG,
,4U15,5DHH,
,4U15,5DSG,
,4U15,5DYS,
,4U15,5EE7,
,4U15,5EN0,
,4U15,5F8U,
,4U15,5G53,
,4U15,5GLH,
,4U15,5GLI,
,4U15,5IU4,
,4U15,5IU7,
,4U15,5IU8,
,4U15,5IUA,
,4U15,5IUB,
,4U15,5JQH,
,4U15,5JTB,
,4U15,5K2A,
,4U15,5K2B,
,4U15,5K2C,
,4U15,5K2D,
,4U15,5KW2,
,4U15,5L7D,
,4U15,5L7I,
,4U15,5LWE,
,4U15,5MZJ,
,4U15,5MZP,
,4U15,5N2R,
,4U15,5N2S,
,4U15,5NDD,
,4U15,5NDZ,
,4U15,5NJ6,
,4U15,5NLX,
,4U15,5NM2,
,4U15,5NM4,
,4U15,5NX2,
,4U15,5O9H,
,4U15,5OLG,
,4U15,5OLH,
,4U15,5OLO,
,4U15,5OLV,
,4U15,5OLZ,
,4U15,5OM1,
,4U15,5OM4,
,4U15,5T04,
,4U15,5T1A,
,4U15,5TE3,
,4U15,5TE5,
,4U15,5TGZ,
,4U15,5TUD,
,4U15,5TVN,
,4U15,5TZR,
,4U15,5TZY,
,4U15,5U09,
,4U15,5UEN,
,4U15,5UIG,
,4U15,5UIW,
,4U15,5UNF,
,4U15,5UNG,
,4U15,5UNH,
,4U15,5UVI,
,4U15,5UZ7,
,4U15,5V54,
,4U15,5V56,
,4U15,5V57,
,4U15,5VAI,
,4U15,5VBL,
,4U15,5VEW,
,4U15,5VEX,
,4U15,5VRA,
,4U15,5W0P,
,4U15,5WB1,
,4U15,5WB2,
,4U15,5WF5,
,4U15,5WF6,
,4U15,5WIU,
,4U15,5WIV,
,4U15,5WKT,
,4U15,5WQC,
,4U15,5WS3,
,4U15,5X7D,
,4U15,5X93,
,4U15,5XEZ,
,4U15,5XF1,
,4U15,5XJM,
,4U15,5XPR,
,4U15,5XR8,
,4U15,5XRA,
,4U15,5YC8,
,4U15,5YHL,
,4U15,5YQZ,
,4U15,5YWY,
,4U15,5ZBH,
,4U15,5ZBQ,
,4U15,5ZHP,
,4U15,5ZK3,
,4U15,5ZK8,
,4U15,5ZKB,
,4U15,5ZKC,
,4U15,5ZKP,
,4U15,5ZKQ,
,4U15,6AK3,
,4U15,6AKX,
,4U15,6AKY,
,4U15,6AQF,
,4U15,6B3J,
,4U15,6B73,
,4U15,6BD4,
,4U15,6BQG,
,4U15,6BQH,
,4U15,6C1Q,
,4U15,6C1R,
,4U15,6CM4,
,4U15,6CMO,
,4U15,6D26,
,4U15,6D27,
,4U15,6D9H,
,4U15,6DDE,
,4U15,6DDF,
,4U15,6DRX,
,4U15,6DRY,
,4U15,6DRZ,
,4U15,6DS0,
,4U15,6E3Y,
,4U15,6E+59,
,4U15,6FFH,
,4U15,6FFI,
,4U15,6FJ3,
,4U15,6FK6,
,4U15,6FK7,
,4U15,6FK8,
,4U15,6FK9,
,4U15,6FKA,
,4U15,6FKB,
,4U15,6FKC,
,4U15,6FKD,
,4U15,6FUF,
,4U15,6G79,
,4U15,6GDG,
,4U15,6GPS,
,4U15,6GPX,
,4U15,6H7J,
,4U15,6H7L,
,4U15,6H7M,
,4U15,6H7N,
,4U15,6H7O,
,4U15,6IBL,
,4U15,6IGK,
,4U15,6IGL,
,4U15,6IIU,
,4U15,6IIV,
,4U15,6M9T,
,4U15,6MEO,
,4U15,6MET,
,4U15,6MXT,
,4U16,1F88,
,4U16,1GZM,
,4U16,1HZX,
,4U16,1JFP,
,4U16,1L9H,
,4U16,1LN6,
,4U16,1U19,
,4U16,2G87,
,4U16,2HPY,
,4U16,2I35,
,4U16,2I36,
,4U16,2I37,
,4U16,2J4Y,
,4U16,2KS9,
,4U16,2KSA,
,4U16,2KSB,
,4U16,2LNL,
,4U16,2PED,
,4U16,2R4R,
,4U16,2R4S,
,4U16,2RH1,
,4U16,2VT4,
,4U16,2X72,
,4U16,2Y00,
,4U16,2Y01,
,4U16,2Y02,
,4U16,2Y03,
,4U16,2Y04,
,4U16,2YCW,
,4U16,2YCX,
,4U16,2YCY,
,4U16,2YCZ,
,4U16,2YDO,
,4U16,2YDV,
,4U16,2Z73,
,4U16,2ZIY,
,4U16,3AYM,
,4U16,3AYN,
,4U16,3C9L,
,4U16,3C9M,
,4U16,3CAP,
,4U16,3D4S,
,4U16,3DQB,
,4U16,3EML,
,4U16,3KJ6,
,4U16,3NY8,
,4U16,3NY9,
,4U16,3NYA,
,4U16,3OAX,
,4U16,3ODU,
,4U16,3OE0,
,4U16,3OE6,
,4U16,3OE8,
,4U16,3OE9,
,4U16,3P0G,
,4U16,3PBL,
,4U16,3PDS,
,4U16,3PQR,
,4U16,3PWH,
,4U16,3PXO,
,4U16,3QAK,
,4U16,3REY,
,4U16,3RFM,
,4U16,3RZE,
,4U16,3SN6,
,4U16,3UON,
,4U16,3UZA,
,4U16,3UZC,
,4U16,3V2W,
,4U16,3V2Y,
,4U16,3VG9,
,4U16,3VGA,
,4U16,3VW7,
,4U16,3ZEV,
,4U16,3ZPQ,
,4U16,3ZPR,
,4U16,4A4M,
,4U16,4AMI,
,4U16,4AMJ,
,4U16,4BEY,
,4U16,4BEZ,
,4U16,4BUO,
,4U16,4BV0,
,4U16,4BVN,
,4U16,4BWB,
,4U16,4DAJ,
,4U16,4DJH,
,4U16,4DKL,
,4U16,4EA3,
,4U16,4EIY,
,4U16,4EJ4,
,4U16,4GBR,
,4U16,4GPO,
,4U16,4GRV,
,4U16,4IAQ,
,4U16,4IAR,
,4U16,4IB4,
,4U16,4J4Q,
,4U16,4JKV,
,4U16,4K5Y,
,4U16,4L6R,
,4U16,4LDE,
,4U16,4LDL,
,4U16,4LDO,
,4U16,4MBS,
,4U16,4MQS,
,4U16,4MQT,
,4U16,4N4W,
,4U16,4N6H,
,4U16,4NC3,
,4U16,4NTJ,
,4U16,4O9R,
,4U16,4OO9,
,4U16,4OR2,
,4U16,4PHU,
,4U16,4PXF,
,4U16,4PXZ,
,4U16,4PY0,
,4U16,4QIM,
,4U16,4QIN,
,4U16,4QKX,
,4U16,4RWA,
,4U16,4RWD,
,4U16,4RWS,
,4U16,4S0V,
,4U16,4U14,
,4U16,4U15,
,4U16,4U16,
,4U16,4UG2,
,4U16,4UHR,
,4U16,4WW3,
,4U16,4X1H,
,4U16,4XEE,
,4U16,4XES,
,4U16,4XNV,
,4U16,4XNW,
,4U16,4XT1,
,4U16,4XT3,
,4U16,4YAY,
,4U16,4Z34,
,4U16,4Z35,
,4U16,4Z36,
,4U16,4Z9G,
,4U16,4ZJ8,
,4U16,4ZJC,
,4U16,4ZUD,
,4U16,4ZWJ,
,4U16,5A8E,
,4U16,5C1M,
,4U16,5CGC,
,4U16,5CGD,
,4U16,5CXV,
,4U16,5D5A,
,4U16,5D5B,
,4U16,5D6L,
,4U16,5DGY,
,4U16,5DHG,
,4U16,5DHH,
,4U16,5DSG,
,4U16,5DYS,
,4U16,5EE7,
,4U16,5EN0,
,4U16,5F8U,
,4U16,5G53,
,4U16,5GLH,
,4U16,5GLI,
,4U16,5IU4,
,4U16,5IU7,
,4U16,5IU8,
,4U16,5IUA,
,4U16,5IUB,
,4U16,5JQH,
,4U16,5JTB,
,4U16,5K2A,
,4U16,5K2B,
,4U16,5K2C,
,4U16,5K2D,
,4U16,5KW2,
,4U16,5L7D,
,4U16,5L7I,
,4U16,5LWE,
,4U16,5MZJ,
,4U16,5MZP,
,4U16,5N2R,
,4U16,5N2S,
,4U16,5NDD,
,4U16,5NDZ,
,4U16,5NJ6,
,4U16,5NLX,
,4U16,5NM2,
,4U16,5NM4,
,4U16,5NX2,
,4U16,5O9H,
,4U16,5OLG,
,4U16,5OLH,
,4U16,5OLO,
,4U16,5OLV,
,4U16,5OLZ,
,4U16,5OM1,
,4U16,5OM4,
,4U16,5T04,
,4U16,5T1A,
,4U16,5TE3,
,4U16,5TE5,
,4U16,5TGZ,
,4U16,5TUD,
,4U16,5TVN,
,4U16,5TZR,
,4U16,5TZY,
,4U16,5U09,
,4U16,5UEN,
,4U16,5UIG,
,4U16,5UIW,
,4U16,5UNF,
,4U16,5UNG,
,4U16,5UNH,
,4U16,5UVI,
,4U16,5UZ7,
,4U16,5V54,
,4U16,5V56,
,4U16,5V57,
,4U16,5VAI,
,4U16,5VBL,
,4U16,5VEW,
,4U16,5VEX,
,4U16,5VRA,
,4U16,5W0P,
,4U16,5WB1,
,4U16,5WB2,
,4U16,5WF5,
,4U16,5WF6,
,4U16,5WIU,
,4U16,5WIV,
,4U16,5WKT,
,4U16,5WQC,
,4U16,5WS3,
,4U16,5X7D,
,4U16,5X93,
,4U16,5XEZ,
,4U16,5XF1,
,4U16,5XJM,
,4U16,5XPR,
,4U16,5XR8,
,4U16,5XRA,
,4U16,5YC8,
,4U16,5YHL,
,4U16,5YQZ,
,4U16,5YWY,
,4U16,5ZBH,
,4U16,5ZBQ,
,4U16,5ZHP,
,4U16,5ZK3,
,4U16,5ZK8,
,4U16,5ZKB,
,4U16,5ZKC,
,4U16,5ZKP,
,4U16,5ZKQ,
,4U16,6AK3,
,4U16,6AKX,
,4U16,6AKY,
,4U16,6AQF,
,4U16,6B3J,
,4U16,6B73,
,4U16,6BD4,
,4U16,6BQG,
,4U16,6BQH,
,4U16,6C1Q,
,4U16,6C1R,
,4U16,6CM4,
,4U16,6CMO,
,4U16,6D26,
,4U16,6D27,
,4U16,6D9H,
,4U16,6DDE,
,4U16,6DDF,
,4U16,6DRX,
,4U16,6DRY,
,4U16,6DRZ,
,4U16,6DS0,
,4U16,6E3Y,
,4U16,6E+59,
,4U16,6FFH,
,4U16,6FFI,
,4U16,6FJ3,
,4U16,6FK6,
,4U16,6FK7,
,4U16,6FK8,
,4U16,6FK9,
,4U16,6FKA,
,4U16,6FKB,
,4U16,6FKC,
,4U16,6FKD,
,4U16,6FUF,
,4U16,6G79,
,4U16,6GDG,
,4U16,6GPS,
,4U16,6GPX,
,4U16,6H7J,
,4U16,6H7L,
,4U16,6H7M,
,4U16,6H7N,
,4U16,6H7O,
,4U16,6IBL,
,4U16,6IGK,
,4U16,6IGL,
,4U16,6IIU,
,4U16,6IIV,
,4U16,6M9T,
,4U16,6MEO,
,4U16,6MET,
,4U16,6MXT,
,4UG2,1F88,
,4UG2,1GZM,
,4UG2,1HZX,
,4UG2,1JFP,
,4UG2,1L9H,
,4UG2,1LN6,
,4UG2,1U19,
,4UG2,2G87,
,4UG2,2HPY,
,4UG2,2I35,
,4UG2,2I36,
,4UG2,2I37,
,4UG2,2J4Y,
,4UG2,2KS9,
,4UG2,2KSA,
,4UG2,2KSB,
,4UG2,2LNL,
,4UG2,2PED,
,4UG2,2R4R,
,4UG2,2R4S,
,4UG2,2RH1,
,4UG2,2VT4,
,4UG2,2X72,
,4UG2,2Y00,
,4UG2,2Y01,
,4UG2,2Y02,
,4UG2,2Y03,
,4UG2,2Y04,
,4UG2,2YCW,
,4UG2,2YCX,
,4UG2,2YCY,
,4UG2,2YCZ,
,4UG2,2YDO,
,4UG2,2YDV,
,4UG2,2Z73,
,4UG2,2ZIY,
,4UG2,3AYM,
,4UG2,3AYN,
,4UG2,3C9L,
,4UG2,3C9M,
,4UG2,3CAP,
,4UG2,3D4S,
,4UG2,3DQB,
,4UG2,3EML,
,4UG2,3KJ6,
,4UG2,3NY8,
,4UG2,3NY9,
,4UG2,3NYA,
,4UG2,3OAX,
,4UG2,3ODU,
,4UG2,3OE0,
,4UG2,3OE6,
,4UG2,3OE8,
,4UG2,3OE9,
,4UG2,3P0G,
,4UG2,3PBL,
,4UG2,3PDS,
,4UG2,3PQR,
,4UG2,3PWH,
,4UG2,3PXO,
,4UG2,3QAK,
,4UG2,3REY,
,4UG2,3RFM,
,4UG2,3RZE,
,4UG2,3SN6,
,4UG2,3UON,
,4UG2,3UZA,
,4UG2,3UZC,
,4UG2,3V2W,
,4UG2,3V2Y,
,4UG2,3VG9,
,4UG2,3VGA,
,4UG2,3VW7,
,4UG2,3ZEV,
,4UG2,3ZPQ,
,4UG2,3ZPR,
,4UG2,4A4M,
,4UG2,4AMI,
,4UG2,4AMJ,
