id,gpcr1,gpcr2,sequence
,4K5Y,3VGA,
,4K5Y,3VW7,
,4K5Y,3ZEV,
,4K5Y,3ZPQ,
,4K5Y,3ZPR,
,4K5Y,4A4M,
,4K5Y,4AMI,
,4K5Y,4AMJ,
,4K5Y,4BEY,
,4K5Y,4BEZ,
,4K5Y,4BUO,
,4K5Y,4BV0,
,4K5Y,4BVN,
,4K5Y,4BWB,
,4K5Y,4DAJ,
,4K5Y,4DJH,
,4K5Y,4DKL,
,4K5Y,4EA3,
,4K5Y,4EIY,
,4K5Y,4EJ4,
,4K5Y,4GBR,
,4K5Y,4GPO,
,4K5Y,4GRV,
,4K5Y,4IAQ,
,4K5Y,4IAR,
,4K5Y,4IB4,
,4K5Y,4J4Q,
,4K5Y,4JKV,
,4K5Y,4K5Y,
,4K5Y,4L6R,
,4K5Y,4LDE,
,4K5Y,4LDL,
,4K5Y,4LDO,
,4K5Y,4MBS,
,4K5Y,4MQS,
,4K5Y,4MQT,
,4K5Y,4N4W,
,4K5Y,4N6H,
,4K5Y,4NC3,
,4K5Y,4NTJ,
,4K5Y,4O9R,
,4K5Y,4OO9,
,4K5Y,4OR2,
,4K5Y,4PHU,
,4K5Y,4PXF,
,4K5Y,4PXZ,
,4K5Y,4PY0,
,4K5Y,4QIM,
,4K5Y,4QIN,
,4K5Y,4QKX,
,4K5Y,4RWA,
,4K5Y,4RWD,
,4K5Y,4RWS,
,4K5Y,4S0V,
,4K5Y,4U14,
,4K5Y,4U15,
,4K5Y,4U16,
,4K5Y,4UG2,
,4K5Y,4UHR,
,4K5Y,4WW3,
,4K5Y,4X1H,
,4K5Y,4XEE,
,4K5Y,4XES,
,4K5Y,4XNV,
,4K5Y,4XNW,
,4K5Y,4XT1,
,4K5Y,4XT3,
,4K5Y,4YAY,
,4K5Y,4Z34,
,4K5Y,4Z35,
,4K5Y,4Z36,
,4K5Y,4Z9G,
,4K5Y,4ZJ8,
,4K5Y,4ZJC,
,4K5Y,4ZUD,
,4K5Y,4ZWJ,
,4K5Y,5A8E,
,4K5Y,5C1M,
,4K5Y,5CGC,
,4K5Y,5CGD,
,4K5Y,5CXV,
,4K5Y,5D5A,
,4K5Y,5D5B,
,4K5Y,5D6L,
,4K5Y,5DGY,
,4K5Y,5DHG,
,4K5Y,5DHH,
,4K5Y,5DSG,
,4K5Y,5DYS,
,4K5Y,5EE7,
,4K5Y,5EN0,
,4K5Y,5F8U,
,4K5Y,5G53,
,4K5Y,5GLH,
,4K5Y,5GLI,
,4K5Y,5IU4,
,4K5Y,5IU7,
,4K5Y,5IU8,
,4K5Y,5IUA,
,4K5Y,5IUB,
,4K5Y,5JQH,
,4K5Y,5JTB,
,4K5Y,5K2A,
,4K5Y,5K2B,
,4K5Y,5K2C,
,4K5Y,5K2D,
,4K5Y,5KW2,
,4K5Y,5L7D,
,4K5Y,5L7I,
,4K5Y,5LWE,
,4K5Y,5MZJ,
,4K5Y,5MZP,
,4K5Y,5N2R,
,4K5Y,5N2S,
,4K5Y,5NDD,
,4K5Y,5NDZ,
,4K5Y,5NJ6,
,4K5Y,5NLX,
,4K5Y,5NM2,
,4K5Y,5NM4,
,4K5Y,5NX2,
,4K5Y,5O9H,
,4K5Y,5OLG,
,4K5Y,5OLH,
,4K5Y,5OLO,
,4K5Y,5OLV,
,4K5Y,5OLZ,
,4K5Y,5OM1,
,4K5Y,5OM4,
,4K5Y,5T04,
,4K5Y,5T1A,
,4K5Y,5TE3,
,4K5Y,5TE5,
,4K5Y,5TGZ,
,4K5Y,5TUD,
,4K5Y,5TVN,
,4K5Y,5TZR,
,4K5Y,5TZY,
,4K5Y,5U09,
,4K5Y,5UEN,
,4K5Y,5UIG,
,4K5Y,5UIW,
,4K5Y,5UNF,
,4K5Y,5UNG,
,4K5Y,5UNH,
,4K5Y,5UVI,
,4K5Y,5UZ7,
,4K5Y,5V54,
,4K5Y,5V56,
,4K5Y,5V57,
,4K5Y,5VAI,
,4K5Y,5VBL,
,4K5Y,5VEW,
,4K5Y,5VEX,
,4K5Y,5VRA,
,4K5Y,5W0P,
,4K5Y,5WB1,
,4K5Y,5WB2,
,4K5Y,5WF5,
,4K5Y,5WF6,
,4K5Y,5WIU,
,4K5Y,5WIV,
,4K5Y,5WKT,
,4K5Y,5WQC,
,4K5Y,5WS3,
,4K5Y,5X7D,
,4K5Y,5X93,
,4K5Y,5XEZ,
,4K5Y,5XF1,
,4K5Y,5XJM,
,4K5Y,5XPR,
,4K5Y,5XR8,
,4K5Y,5XRA,
,4K5Y,5YC8,
,4K5Y,5YHL,
,4K5Y,5YQZ,
,4K5Y,5YWY,
,4K5Y,5ZBH,
,4K5Y,5ZBQ,
,4K5Y,5ZHP,
,4K5Y,5ZK3,
,4K5Y,5ZK8,
,4K5Y,5ZKB,
,4K5Y,5ZKC,
,4K5Y,5ZKP,
,4K5Y,5ZKQ,
,4K5Y,6AK3,
,4K5Y,6AKX,
,4K5Y,6AKY,
,4K5Y,6AQF,
,4K5Y,6B3J,
,4K5Y,6B73,
,4K5Y,6BD4,
,4K5Y,6BQG,
,4K5Y,6BQH,
,4K5Y,6C1Q,
,4K5Y,6C1R,
,4K5Y,6CM4,
,4K5Y,6CMO,
,4K5Y,6D26,
,4K5Y,6D27,
,4K5Y,6D9H,
,4K5Y,6DDE,
,4K5Y,6DDF,
,4K5Y,6DRX,
,4K5Y,6DRY,
,4K5Y,6DRZ,
,4K5Y,6DS0,
,4K5Y,6E3Y,
,4K5Y,6E+59,
,4K5Y,6FFH,
,4K5Y,6FFI,
,4K5Y,6FJ3,
,4K5Y,6FK6,
,4K5Y,6FK7,
,4K5Y,6FK8,
,4K5Y,6FK9,
,4K5Y,6FKA,
,4K5Y,6FKB,
,4K5Y,6FKC,
,4K5Y,6FKD,
,4K5Y,6FUF,
,4K5Y,6G79,
,4K5Y,6GDG,
,4K5Y,6GPS,
,4K5Y,6GPX,
,4K5Y,6H7J,
,4K5Y,6H7L,
,4K5Y,6H7M,
,4K5Y,6H7N,
,4K5Y,6H7O,
,4K5Y,6IBL,
,4K5Y,6IGK,
,4K5Y,6IGL,
,4K5Y,6IIU,
,4K5Y,6IIV,
,4K5Y,6M9T,
,4K5Y,6MEO,
,4K5Y,6MET,
,4K5Y,6MXT,
,4L6R,1F88,
,4L6R,1GZM,
,4L6R,1HZX,
,4L6R,1JFP,
,4L6R,1L9H,
,4L6R,1LN6,
,4L6R,1U19,
,4L6R,2G87,
,4L6R,2HPY,
,4L6R,2I35,
,4L6R,2I36,
,4L6R,2I37,
,4L6R,2J4Y,
,4L6R,2KS9,
,4L6R,2KSA,
,4L6R,2KSB,
,4L6R,2LNL,
,4L6R,2PED,
,4L6R,2R4R,
,4L6R,2R4S,
,4L6R,2RH1,
,4L6R,2VT4,
,4L6R,2X72,
,4L6R,2Y00,
,4L6R,2Y01,
,4L6R,2Y02,
,4L6R,2Y03,
,4L6R,2Y04,
,4L6R,2YCW,
,4L6R,2YCX,
,4L6R,2YCY,
,4L6R,2YCZ,
,4L6R,2YDO,
,4L6R,2YDV,
,4L6R,2Z73,
,4L6R,2ZIY,
,4L6R,3AYM,
,4L6R,3AYN,
,4L6R,3C9L,
,4L6R,3C9M,
,4L6R,3CAP,
,4L6R,3D4S,
,4L6R,3DQB,
,4L6R,3EML,
,4L6R,3KJ6,
,4L6R,3NY8,
,4L6R,3NY9,
,4L6R,3NYA,
,4L6R,3OAX,
,4L6R,3ODU,
,4L6R,3OE0,
,4L6R,3OE6,
,4L6R,3OE8,
,4L6R,3OE9,
,4L6R,3P0G,
,4L6R,3PBL,
,4L6R,3PDS,
,4L6R,3PQR,
,4L6R,3PWH,
,4L6R,3PXO,
,4L6R,3QAK,
,4L6R,3REY,
,4L6R,3RFM,
,4L6R,3RZE,
,4L6R,3SN6,
,4L6R,3UON,
,4L6R,3UZA,
,4L6R,3UZC,
,4L6R,3V2W,
,4L6R,3V2Y,
,4L6R,3VG9,
,4L6R,3VGA,
,4L6R,3VW7,
,4L6R,3ZEV,
,4L6R,3ZPQ,
,4L6R,3ZPR,
,4L6R,4A4M,
,4L6R,4AMI,
,4L6R,4AMJ,
,4L6R,4BEY,
,4L6R,4BEZ,
,4L6R,4BUO,
,4L6R,4BV0,
,4L6R,4BVN,
,4L6R,4BWB,
,4L6R,4DAJ,
,4L6R,4DJH,
,4L6R,4DKL,
,4L6R,4EA3,
,4L6R,4EIY,
,4L6R,4EJ4,
,4L6R,4GBR,
,4L6R,4GPO,
,4L6R,4GRV,
,4L6R,4IAQ,
,4L6R,4IAR,
,4L6R,4IB4,
,4L6R,4J4Q,
,4L6R,4JKV,
,4L6R,4K5Y,
,4L6R,4L6R,
,4L6R,4LDE,
,4L6R,4LDL,
,4L6R,4LDO,
,4L6R,4MBS,
,4L6R,4MQS,
,4L6R,4MQT,
,4L6R,4N4W,
,4L6R,4N6H,
,4L6R,4NC3,
,4L6R,4NTJ,
,4L6R,4O9R,
,4L6R,4OO9,
,4L6R,4OR2,
,4L6R,4PHU,
,4L6R,4PXF,
,4L6R,4PXZ,
,4L6R,4PY0,
,4L6R,4QIM,
,4L6R,4QIN,
,4L6R,4QKX,
,4L6R,4RWA,
,4L6R,4RWD,
,4L6R,4RWS,
,4L6R,4S0V,
,4L6R,4U14,
,4L6R,4U15,
,4L6R,4U16,
,4L6R,4UG2,
,4L6R,4UHR,
,4L6R,4WW3,
,4L6R,4X1H,
,4L6R,4XEE,
,4L6R,4XES,
,4L6R,4XNV,
,4L6R,4XNW,
,4L6R,4XT1,
,4L6R,4XT3,
,4L6R,4YAY,
,4L6R,4Z34,
,4L6R,4Z35,
,4L6R,4Z36,
,4L6R,4Z9G,
,4L6R,4ZJ8,
,4L6R,4ZJC,
,4L6R,4ZUD,
,4L6R,4ZWJ,
,4L6R,5A8E,
,4L6R,5C1M,
,4L6R,5CGC,
,4L6R,5CGD,
,4L6R,5CXV,
,4L6R,5D5A,
,4L6R,5D5B,
,4L6R,5D6L,
,4L6R,5DGY,
,4L6R,5DHG,
,4L6R,5DHH,
,4L6R,5DSG,
,4L6R,5DYS,
,4L6R,5EE7,
,4L6R,5EN0,
,4L6R,5F8U,
,4L6R,5G53,
,4L6R,5GLH,
,4L6R,5GLI,
,4L6R,5IU4,
,4L6R,5IU7,
,4L6R,5IU8,
,4L6R,5IUA,
,4L6R,5IUB,
,4L6R,5JQH,
,4L6R,5JTB,
,4L6R,5K2A,
,4L6R,5K2B,
,4L6R,5K2C,
,4L6R,5K2D,
,4L6R,5KW2,
,4L6R,5L7D,
,4L6R,5L7I,
,4L6R,5LWE,
,4L6R,5MZJ,
,4L6R,5MZP,
,4L6R,5N2R,
,4L6R,5N2S,
,4L6R,5NDD,
,4L6R,5NDZ,
,4L6R,5NJ6,
,4L6R,5NLX,
,4L6R,5NM2,
,4L6R,5NM4,
,4L6R,5NX2,
,4L6R,5O9H,
,4L6R,5OLG,
,4L6R,5OLH,
,4L6R,5OLO,
,4L6R,5OLV,
,4L6R,5OLZ,
,4L6R,5OM1,
,4L6R,5OM4,
,4L6R,5T04,
,4L6R,5T1A,
,4L6R,5TE3,
,4L6R,5TE5,
,4L6R,5TGZ,
,4L6R,5TUD,
,4L6R,5TVN,
,4L6R,5TZR,
,4L6R,5TZY,
,4L6R,5U09,
,4L6R,5UEN,
,4L6R,5UIG,
,4L6R,5UIW,
,4L6R,5UNF,
,4L6R,5UNG,
,4L6R,5UNH,
,4L6R,5UVI,
,4L6R,5UZ7,
,4L6R,5V54,
,4L6R,5V56,
,4L6R,5V57,
,4L6R,5VAI,
,4L6R,5VBL,
,4L6R,5VEW,
,4L6R,5VEX,
,4L6R,5VRA,
,4L6R,5W0P,
,4L6R,5WB1,
,4L6R,5WB2,
,4L6R,5WF5,
,4L6R,5WF6,
,4L6R,5WIU,
,4L6R,5WIV,
,4L6R,5WKT,
,4L6R,5WQC,
,4L6R,5WS3,
,4L6R,5X7D,
,4L6R,5X93,
,4L6R,5XEZ,
,4L6R,5XF1,
,4L6R,5XJM,
,4L6R,5XPR,
,4L6R,5XR8,
,4L6R,5XRA,
,4L6R,5YC8,
,4L6R,5YHL,
,4L6R,5YQZ,
,4L6R,5YWY,
,4L6R,5ZBH,
,4L6R,5ZBQ,
,4L6R,5ZHP,
,4L6R,5ZK3,
,4L6R,5ZK8,
,4L6R,5ZKB,
,4L6R,5ZKC,
,4L6R,5ZKP,
,4L6R,5ZKQ,
,4L6R,6AK3,
,4L6R,6AKX,
,4L6R,6AKY,
,4L6R,6AQF,
,4L6R,6B3J,
,4L6R,6B73,
,4L6R,6BD4,
,4L6R,6BQG,
,4L6R,6BQH,
,4L6R,6C1Q,
,4L6R,6C1R,
,4L6R,6CM4,
,4L6R,6CMO,
,4L6R,6D26,
,4L6R,6D27,
,4L6R,6D9H,
,4L6R,6DDE,
,4L6R,6DDF,
,4L6R,6DRX,
,4L6R,6DRY,
,4L6R,6DRZ,
,4L6R,6DS0,
,4L6R,6E3Y,
,4L6R,6E+59,
,4L6R,6FFH,
,4L6R,6FFI,
,4L6R,6FJ3,
,4L6R,6FK6,
,4L6R,6FK7,
,4L6R,6FK8,
,4L6R,6FK9,
,4L6R,6FKA,
,4L6R,6FKB,
,4L6R,6FKC,
,4L6R,6FKD,
,4L6R,6FUF,
,4L6R,6G79,
,4L6R,6GDG,
,4L6R,6GPS,
,4L6R,6GPX,
,4L6R,6H7J,
,4L6R,6H7L,
,4L6R,6H7M,
,4L6R,6H7N,
,4L6R,6H7O,
,4L6R,6IBL,
,4L6R,6IGK,
,4L6R,6IGL,
,4L6R,6IIU,
,4L6R,6IIV,
,4L6R,6M9T,
,4L6R,6MEO,
,4L6R,6MET,
,4L6R,6MXT,
,4LDE,1F88,
,4LDE,1GZM,
,4LDE,1HZX,
,4LDE,1JFP,
,4LDE,1L9H,
,4LDE,1LN6,
,4LDE,1U19,
,4LDE,2G87,
,4LDE,2HPY,
,4LDE,2I35,
,4LDE,2I36,
,4LDE,2I37,
,4LDE,2J4Y,
,4LDE,2KS9,
,4LDE,2KSA,
,4LDE,2KSB,
,4LDE,2LNL,
,4LDE,2PED,
,4LDE,2R4R,
,4LDE,2R4S,
,4LDE,2RH1,
,4LDE,2VT4,
,4LDE,2X72,
,4LDE,2Y00,
,4LDE,2Y01,
,4LDE,2Y02,
,4LDE,2Y03,
,4LDE,2Y04,
,4LDE,2YCW,
,4LDE,2YCX,
,4LDE,2YCY,
,4LDE,2YCZ,
,4LDE,2YDO,
,4LDE,2YDV,
,4LDE,2Z73,
,4LDE,2ZIY,
,4LDE,3AYM,
,4LDE,3AYN,
,4LDE,3C9L,
,4LDE,3C9M,
,4LDE,3CAP,
,4LDE,3D4S,
,4LDE,3DQB,
,4LDE,3EML,
,4LDE,3KJ6,
,4LDE,3NY8,
,4LDE,3NY9,
,4LDE,3NYA,
,4LDE,3OAX,
,4LDE,3ODU,
,4LDE,3OE0,
,4LDE,3OE6,
,4LDE,3OE8,
,4LDE,3OE9,
,4LDE,3P0G,
,4LDE,3PBL,
,4LDE,3PDS,
,4LDE,3PQR,
,4LDE,3PWH,
,4LDE,3PXO,
,4LDE,3QAK,
,4LDE,3REY,
,4LDE,3RFM,
,4LDE,3RZE,
,4LDE,3SN6,
,4LDE,3UON,
,4LDE,3UZA,
,4LDE,3UZC,
,4LDE,3V2W,
,4LDE,3V2Y,
,4LDE,3VG9,
,4LDE,3VGA,
,4LDE,3VW7,
,4LDE,3ZEV,
,4LDE,3ZPQ,
,4LDE,3ZPR,
,4LDE,4A4M,
,4LDE,4AMI,
,4LDE,4AMJ,
,4LDE,4BEY,
,4LDE,4BEZ,
,4LDE,4BUO,
,4LDE,4BV0,
,4LDE,4BVN,
,4LDE,4BWB,
,4LDE,4DAJ,
,4LDE,4DJH,
,4LDE,4DKL,
,4LDE,4EA3,
,4LDE,4EIY,
,4LDE,4EJ4,
,4LDE,4GBR,
,4LDE,4GPO,
,4LDE,4GRV,
,4LDE,4IAQ,
,4LDE,4IAR,
,4LDE,4IB4,
,4LDE,4J4Q,
,4LDE,4JKV,
,4LDE,4K5Y,
,4LDE,4L6R,
,4LDE,4LDE,
,4LDE,4LDL,
,4LDE,4LDO,
,4LDE,4MBS,
,4LDE,4MQS,
,4LDE,4MQT,
,4LDE,4N4W,
,4LDE,4N6H,
,4LDE,4NC3,
,4LDE,4NTJ,
,4LDE,4O9R,
,4LDE,4OO9,
,4LDE,4OR2,
,4LDE,4PHU,
,4LDE,4PXF,
,4LDE,4PXZ,
,4LDE,4PY0,
,4LDE,4QIM,
,4LDE,4QIN,
,4LDE,4QKX,
,4LDE,4RWA,
,4LDE,4RWD,
,4LDE,4RWS,
,4LDE,4S0V,
,4LDE,4U14,
,4LDE,4U15,
,4LDE,4U16,
,4LDE,4UG2,
,4LDE,4UHR,
,4LDE,4WW3,
,4LDE,4X1H,
,4LDE,4XEE,
,4LDE,4XES,
,4LDE,4XNV,
,4LDE,4XNW,
,4LDE,4XT1,
,4LDE,4XT3,
,4LDE,4YAY,
,4LDE,4Z34,
,4LDE,4Z35,
,4LDE,4Z36,
,4LDE,4Z9G,
,4LDE,4ZJ8,
,4LDE,4ZJC,
,4LDE,4ZUD,
,4LDE,4ZWJ,
,4LDE,5A8E,
,4LDE,5C1M,
,4LDE,5CGC,
,4LDE,5CGD,
,4LDE,5CXV,
,4LDE,5D5A,
,4LDE,5D5B,
,4LDE,5D6L,
,4LDE,5DGY,
,4LDE,5DHG,
,4LDE,5DHH,
,4LDE,5DSG,
,4LDE,5DYS,
,4LDE,5EE7,
,4LDE,5EN0,
,4LDE,5F8U,
,4LDE,5G53,
,4LDE,5GLH,
,4LDE,5GLI,
,4LDE,5IU4,
,4LDE,5IU7,
,4LDE,5IU8,
,4LDE,5IUA,
,4LDE,5IUB,
,4LDE,5JQH,
,4LDE,5JTB,
,4LDE,5K2A,
,4LDE,5K2B,
,4LDE,5K2C,
,4LDE,5K2D,
,4LDE,5KW2,
,4LDE,5L7D,
,4LDE,5L7I,
,4LDE,5LWE,
,4LDE,5MZJ,
,4LDE,5MZP,
,4LDE,5N2R,
,4LDE,5N2S,
,4LDE,5NDD,
,4LDE,5NDZ,
,4LDE,5NJ6,
,4LDE,5NLX,
,4LDE,5NM2,
,4LDE,5NM4,
,4LDE,5NX2,
,4LDE,5O9H,
,4LDE,5OLG,
,4LDE,5OLH,
,4LDE,5OLO,
,4LDE,5OLV,
,4LDE,5OLZ,
,4LDE,5OM1,
,4LDE,5OM4,
,4LDE,5T04,
,4LDE,5T1A,
,4LDE,5TE3,
,4LDE,5TE5,
,4LDE,5TGZ,
,4LDE,5TUD,
,4LDE,5TVN,
,4LDE,5TZR,
,4LDE,5TZY,
,4LDE,5U09,
,4LDE,5UEN,
,4LDE,5UIG,
,4LDE,5UIW,
,4LDE,5UNF,
,4LDE,5UNG,
,4LDE,5UNH,
,4LDE,5UVI,
,4LDE,5UZ7,
,4LDE,5V54,
,4LDE,5V56,
,4LDE,5V57,
,4LDE,5VAI,
,4LDE,5VBL,
,4LDE,5VEW,
,4LDE,5VEX,
,4LDE,5VRA,
,4LDE,5W0P,
,4LDE,5WB1,
,4LDE,5WB2,
,4LDE,5WF5,
,4LDE,5WF6,
,4LDE,5WIU,
,4LDE,5WIV,
,4LDE,5WKT,
,4LDE,5WQC,
,4LDE,5WS3,
,4LDE,5X7D,
,4LDE,5X93,
,4LDE,5XEZ,
,4LDE,5XF1,
,4LDE,5XJM,
,4LDE,5XPR,
,4LDE,5XR8,
,4LDE,5XRA,
,4LDE,5YC8,
,4LDE,5YHL,
,4LDE,5YQZ,
,4LDE,5YWY,
,4LDE,5ZBH,
,4LDE,5ZBQ,
,4LDE,5ZHP,
,4LDE,5ZK3,
,4LDE,5ZK8,
,4LDE,5ZKB,
,4LDE,5ZKC,
,4LDE,5ZKP,
,4LDE,5ZKQ,
,4LDE,6AK3,
,4LDE,6AKX,
,4LDE,6AKY,
,4LDE,6AQF,
,4LDE,6B3J,
,4LDE,6B73,
,4LDE,6BD4,
,4LDE,6BQG,
,4LDE,6BQH,
,4LDE,6C1Q,
,4LDE,6C1R,
,4LDE,6CM4,
,4LDE,6CMO,
,4LDE,6D26,
,4LDE,6D27,
,4LDE,6D9H,
,4LDE,6DDE,
,4LDE,6DDF,
,4LDE,6DRX,
,4LDE,6DRY,
,4LDE,6DRZ,
,4LDE,6DS0,
,4LDE,6E3Y,
,4LDE,6E+59,
,4LDE,6FFH,
,4LDE,6FFI,
,4LDE,6FJ3,
,4LDE,6FK6,
,4LDE,6FK7,
,4LDE,6FK8,
,4LDE,6FK9,
,4LDE,6FKA,
,4LDE,6FKB,
,4LDE,6FKC,
,4LDE,6FKD,
,4LDE,6FUF,
,4LDE,6G79,
,4LDE,6GDG,
,4LDE,6GPS,
,4LDE,6GPX,
,4LDE,6H7J,
,4LDE,6H7L,
,4LDE,6H7M,
,4LDE,6H7N,
,4LDE,6H7O,
,4LDE,6IBL,
,4LDE,6IGK,
,4LDE,6IGL,
,4LDE,6IIU,
,4LDE,6IIV,
,4LDE,6M9T,
,4LDE,6MEO,
,4LDE,6MET,
,4LDE,6MXT,
,4LDL,1F88,
,4LDL,1GZM,
,4LDL,1HZX,
,4LDL,1JFP,
,4LDL,1L9H,
,4LDL,1LN6,
,4LDL,1U19,
,4LDL,2G87,
,4LDL,2HPY,
,4LDL,2I35,
,4LDL,2I36,
,4LDL,2I37,
,4LDL,2J4Y,
,4LDL,2KS9,
,4LDL,2KSA,
,4LDL,2KSB,
,4LDL,2LNL,
,4LDL,2PED,
,4LDL,2R4R,
,4LDL,2R4S,
,4LDL,2RH1,
,4LDL,2VT4,
,4LDL,2X72,
,4LDL,2Y00,
,4LDL,2Y01,
,4LDL,2Y02,
,4LDL,2Y03,
,4LDL,2Y04,
,4LDL,2YCW,
,4LDL,2YCX,
,4LDL,2YCY,
,4LDL,2YCZ,
,4LDL,2YDO,
,4LDL,2YDV,
,4LDL,2Z73,
,4LDL,2ZIY,
,4LDL,3AYM,
,4LDL,3AYN,
,4LDL,3C9L,
,4LDL,3C9M,
,4LDL,3CAP,
,4LDL,3D4S,
,4LDL,3DQB,
,4LDL,3EML,
,4LDL,3KJ6,
,4LDL,3NY8,
,4LDL,3NY9,
,4LDL,3NYA,
,4LDL,3OAX,
,4LDL,3ODU,
,4LDL,3OE0,
,4LDL,3OE6,
,4LDL,3OE8,
,4LDL,3OE9,
,4LDL,3P0G,
,4LDL,3PBL,
,4LDL,3PDS,
,4LDL,3PQR,
,4LDL,3PWH,
,4LDL,3PXO,
,4LDL,3QAK,
,4LDL,3REY,
,4LDL,3RFM,
,4LDL,3RZE,
,4LDL,3SN6,
,4LDL,3UON,
,4LDL,3UZA,
,4LDL,3UZC,
,4LDL,3V2W,
,4LDL,3V2Y,
,4LDL,3VG9,
,4LDL,3VGA,
,4LDL,3VW7,
,4LDL,3ZEV,
,4LDL,3ZPQ,
,4LDL,3ZPR,
,4LDL,4A4M,
,4LDL,4AMI,
,4LDL,4AMJ,
,4LDL,4BEY,
,4LDL,4BEZ,
,4LDL,4BUO,
,4LDL,4BV0,
,4LDL,4BVN,
,4LDL,4BWB,
,4LDL,4DAJ,
,4LDL,4DJH,
,4LDL,4DKL,
,4LDL,4EA3,
,4LDL,4EIY,
,4LDL,4EJ4,
,4LDL,4GBR,
,4LDL,4GPO,
,4LDL,4GRV,
,4LDL,4IAQ,
,4LDL,4IAR,
,4LDL,4IB4,
,4LDL,4J4Q,
,4LDL,4JKV,
,4LDL,4K5Y,
,4LDL,4L6R,
,4LDL,4LDE,
,4LDL,4LDL,
,4LDL,4LDO,
,4LDL,4MBS,
,4LDL,4MQS,
,4LDL,4MQT,
,4LDL,4N4W,
,4LDL,4N6H,
,4LDL,4NC3,
,4LDL,4NTJ,
,4LDL,4O9R,
,4LDL,4OO9,
,4LDL,4OR2,
,4LDL,4PHU,
,4LDL,4PXF,
,4LDL,4PXZ,
,4LDL,4PY0,
,4LDL,4QIM,
,4LDL,4QIN,
,4LDL,4QKX,
,4LDL,4RWA,
,4LDL,4RWD,
,4LDL,4RWS,
,4LDL,4S0V,
,4LDL,4U14,
,4LDL,4U15,
,4LDL,4U16,
,4LDL,4UG2,
,4LDL,4UHR,
,4LDL,4WW3,
,4LDL,4X1H,
,4LDL,4XEE,
,4LDL,4XES,
,4LDL,4XNV,
,4LDL,4XNW,
,4LDL,4XT1,
,4LDL,4XT3,
,4LDL,4YAY,
,4LDL,4Z34,
,4LDL,4Z35,
,4LDL,4Z36,
,4LDL,4Z9G,
,4LDL,4ZJ8,
,4LDL,4ZJC,
,4LDL,4ZUD,
,4LDL,4ZWJ,
,4LDL,5A8E,
,4LDL,5C1M,
,4LDL,5CGC,
,4LDL,5CGD,
,4LDL,5CXV,
,4LDL,5D5A,
,4LDL,5D5B,
,4LDL,5D6L,
,4LDL,5DGY,
,4LDL,5DHG,
,4LDL,5DHH,
,4LDL,5DSG,
,4LDL,5DYS,
,4LDL,5EE7,
,4LDL,5EN0,
,4LDL,5F8U,
,4LDL,5G53,
,4LDL,5GLH,
,4LDL,5GLI,
,4LDL,5IU4,
,4LDL,5IU7,
,4LDL,5IU8,
,4LDL,5IUA,
,4LDL,5IUB,
,4LDL,5JQH,
,4LDL,5JTB,
,4LDL,5K2A,
,4LDL,5K2B,
,4LDL,5K2C,
,4LDL,5K2D,
,4LDL,5KW2,
,4LDL,5L7D,
,4LDL,5L7I,
,4LDL,5LWE,
,4LDL,5MZJ,
,4LDL,5MZP,
,4LDL,5N2R,
,4LDL,5N2S,
,4LDL,5NDD,
,4LDL,5NDZ,
,4LDL,5NJ6,
,4LDL,5NLX,
,4LDL,5NM2,
,4LDL,5NM4,
,4LDL,5NX2,
,4LDL,5O9H,
,4LDL,5OLG,
,4LDL,5OLH,
,4LDL,5OLO,
,4LDL,5OLV,
,4LDL,5OLZ,
,4LDL,5OM1,
,4LDL,5OM4,
,4LDL,5T04,
,4LDL,5T1A,
,4LDL,5TE3,
,4LDL,5TE5,
,4LDL,5TGZ,
,4LDL,5TUD,
,4LDL,5TVN,
,4LDL,5TZR,
,4LDL,5TZY,
,4LDL,5U09,
,4LDL,5UEN,
,4LDL,5UIG,
,4LDL,5UIW,
,4LDL,5UNF,
,4LDL,5UNG,
,4LDL,5UNH,
,4LDL,5UVI,
,4LDL,5UZ7,
,4LDL,5V54,
,4LDL,5V56,
,4LDL,5V57,
,4LDL,5VAI,
,4LDL,5VBL,
,4LDL,5VEW,
,4LDL,5VEX,
,4LDL,5VRA,
,4LDL,5W0P,
,4LDL,5WB1,
,4LDL,5WB2,
,4LDL,5WF5,
,4LDL,5WF6,
,4LDL,5WIU,
,4LDL,5WIV,
,4LDL,5WKT,
,4LDL,5WQC,
,4LDL,5WS3,
,4LDL,5X7D,
,4LDL,5X93,
,4LDL,5XEZ,
,4LDL,5XF1,
,4LDL,5XJM,
,4LDL,5XPR,
,4LDL,5XR8,
,4LDL,5XRA,
,4LDL,5YC8,
,4LDL,5YHL,
,4LDL,5YQZ,
,4LDL,5YWY,
,4LDL,5ZBH,
,4LDL,5ZBQ,
,4LDL,5ZHP,
,4LDL,5ZK3,
,4LDL,5ZK8,
,4LDL,5ZKB,
,4LDL,5ZKC,
,4LDL,5ZKP,
,4LDL,5ZKQ,
,4LDL,6AK3,
,4LDL,6AKX,
,4LDL,6AKY,
,4LDL,6AQF,
,4LDL,6B3J,
,4LDL,6B73,
,4LDL,6BD4,
,4LDL,6BQG,
,4LDL,6BQH,
,4LDL,6C1Q,
,4LDL,6C1R,
,4LDL,6CM4,
,4LDL,6CMO,
,4LDL,6D26,
,4LDL,6D27,
,4LDL,6D9H,
,4LDL,6DDE,
,4LDL,6DDF,
